;Order date;Order type;Workflow status;Business Partner;Container;Front Office Domicile Country;Money Account (-) (leg 1);Money Account (+) (leg 1);Money Account (-) (leg 2);Money Account (+) (leg 2);Bank buys (leg 1);Bank buys (leg 2);Bank sells leg 1;Bank sells leg 2;Asset leg 1;Asset leg 2;Trade date;Value date leg 1;Value date leg 2
129601823;19.04.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 10649100;EUR 10000000;EUR 10000000;USD 10665500;FX Swap Near Leg - EUR/USD, 20.04.17 (1001733);FX Swap Far Leg - EUR/USD, 22.05.17 (1001734);18.04.2017;20.04.2017;22.05.2017
129568940;13.04.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 9000000;USD 9556524.9;USD 9556146;EUR 9000000;FX Swap Near Leg - EUR/USD, 12.04.17 (1001690);FX Swap Far Leg - EUR/USD, 13.04.17 (1001691);12.04.2017;12.04.2017;13.04.2017
129569048;13.04.2017;FX swap;Done;BANQUE CANTONALE GENEVE;0000231.3004 AUX Interim money trading (23);;0000231.MM MACC.SETTLE.IN.USD recon_settle;0000231.MM MACC.SETTLE.OUT.EUR recon_settle;0000231.MM MACC.SETTLE.IN.EUR recon_settle;0000231.MM MACC.SETTLE.OUT.USD recon_settle;USD 14868000;EUR 14000000;EUR 14000000;USD 14873530;FX Swap Near Leg - EUR/USD, 18.04.17 (1001693);FX Swap Far Leg - EUR/USD, 26.04.17 (1001694);12.04.2017;18.04.2017;26.04.2017
125422229;12.04.2017;FX swap;Discarded;BANQUE CANTONALE GENEVE;0000231.3004 AUX Interim money trading (23);;0000231.MM MACC.SETTLE.IN.USD recon_settle;0000231.MM MACC.SETTLE.OUT.EUR recon_settle;0000231.MM MACC.SETTLE.IN.EUR recon_settle;0000231.MM MACC.SETTLE.OUT.USD recon_settle;USD 10601229.2;EUR 10000000;EUR 10000000;USD 10619131.3;FX Trade - EUR/USD;FX Trade - EUR/USD;12.04.2017;24.01.2017;24.02.2017
129558254;11.04.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.CHF recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 15147000;USD 15000000;USD 15000000;CHF 15141750;FX Swap Near Leg - USD/CHF, 12.04.17 (1001653);FX Swap Far Leg - USD/CHF, 19.04.17 (1001654);10.04.2017;12.04.2017;19.04.2017
129557899;11.04.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 11000000;CHF 11751410;CHF 11751676.2;EUR 11000000;FX Swap Near Leg - EUR/CHF, 10.04.17 (1001650);FX Swap Far Leg - EUR/CHF, 12.04.17 (1001651);10.04.2017;10.04.2017;12.04.2017
128352369;08.04.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 20000000;USD 21254908;USD 21253092;EUR 20000000;FX Swap Near Leg - EUR/USD, 10.04.17 (1001616);FX Swap Far Leg - EUR/USD, 12.04.17 (1001617);07.04.2017;10.04.2017;12.04.2017
128334316;06.04.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 10664500;EUR 10000000;EUR 10000000;USD 10679600;FX Swap Near Leg - EUR/USD, 06.04.17 (1001570);FX Swap Far Leg - EUR/USD, 08.05.17 (1001571);05.04.2017;06.04.2017;08.05.2017
128328310;05.04.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 10650000;EUR 10000000;EUR 10000000;USD 10653150;FX Swap Near Leg - EUR/USD, 06.04.17 (1001554);FX Swap Far Leg - EUR/USD, 13.04.17 (1001555);04.04.2017;06.04.2017;13.04.2017
128328360;05.04.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 16017150;EUR 15000000;EUR 15000000;CHF 16016265;FX Swap Near Leg - EUR/CHF, 06.04.17 (1001558);FX Swap Far Leg - EUR/CHF, 12.04.17 (1001559);04.04.2017;06.04.2017;12.04.2017
128288112;01.04.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10694830;CHF 10695790;EUR 10000000;FX Swap Near Leg - EUR/CHF, 31.03.17 (1001493);FX Swap Far Leg - EUR/CHF, 03.04.17 (1001494);31.03.2017;31.03.2017;03.04.2017
128278213;31.03.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10698390;CHF 10698529;EUR 10000000;FX Swap Near Leg - EUR/CHF, 30.03.17 (1001470);FX Swap Far Leg - EUR/CHF, 31.03.17 (1001471);30.03.2017;30.03.2017;31.03.2017
128263181;29.03.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 5914500;USD 6000000;USD 6000000;CHF 5911428;FX Swap Near Leg - USD/CHF, 30.03.17 (1001436);FX Swap Far Leg - USD/CHF, 06.04.17 (1001437);28.03.2017;30.03.2017;06.04.2017
128263170;29.03.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 8560160;EUR 8000000;EUR 8000000;CHF 8559592;FX Swap Near Leg - EUR/CHF, 30.03.17 (1001433);FX Swap Far Leg - EUR/CHF, 06.04.17 (1001434);28.03.2017;30.03.2017;06.04.2017
128256946;28.03.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 10703700;EUR 10000000;EUR 10000000;CHF 10702770;FX Swap Near Leg - EUR/CHF, 29.03.17 (1001410);FX Swap Far Leg - EUR/CHF, 05.04.17 (1001411);27.03.2017;29.03.2017;05.04.2017
128219573;24.03.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 10777000;EUR 10000000;EUR 10000000;USD 10795330;FX Swap Near Leg - EUR/USD, 27.03.17 (1001370);FX Swap Far Leg - EUR/USD, 27.04.17 (1001371);23.03.2017;27.03.2017;27.04.2017
128213722;23.03.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 10784048;EUR 10000000;EUR 10000000;USD 10794810;FX Swap Near Leg - EUR/USD, 22.03.17 (1001350);FX Swap Far Leg - EUR/USD, 07.04.17 (1001351);22.03.2017;22.03.2017;07.04.2017
128207715;22.03.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 8640000;EUR 8000000;EUR 8000000;USD 8654800;FX Swap Near Leg - EUR/USD, 23.03.17 (1001330);FX Swap Far Leg - EUR/USD, 24.04.17 (1001331);21.03.2017;23.03.2017;24.04.2017
128208338;22.03.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 10804600;EUR 10000000;EUR 10000000;USD 10813870;FX Swap Near Leg - EUR/USD, 23.03.17 (1001338);FX Swap Far Leg - EUR/USD, 06.04.17 (1001339);21.03.2017;23.03.2017;06.04.2017
128201848;21.03.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.JPY recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.JPY recon_settle;JPY 100000000;USD 888533.48;USD 887043.84;JPY 100000000;FX Swap Near Leg - JPY/USD, 22.03.17 (1001310);FX Swap Far Leg - JPY/USD, 24.04.17 (1001311);20.03.2017;22.03.2017;24.04.2017
128202225;21.03.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 10756000;EUR 10000000;EUR 10000000;USD 10775550;FX Swap Near Leg - EUR/USD, 22.03.17 (1001315);FX Swap Far Leg - EUR/USD, 24.04.17 (1001316);20.03.2017;22.03.2017;24.04.2017
128186333;18.03.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.JPY recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.JPY recon_settle;JPY 1100000000;USD 9726250.27;USD 9725927.78;JPY 1100000000;FX Swap Near Leg - JPY/USD, 21.03.17 (1001292);FX Swap Far Leg - JPY/USD, 22.03.17 (1001293);17.03.2017;21.03.2017;22.03.2017
128186111;18.03.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.JPY recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.JPY recon_settle;JPY 1100000000;USD 9722166.98;USD 9706253.47;JPY 1100000000;FX Swap Near Leg - JPY/USD, 22.03.17 (1001287);FX Swap Far Leg - JPY/USD, 24.04.17 (1001288);17.03.2017;22.03.2017;24.04.2017
128177627;17.03.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 10714000;EUR 10000000;EUR 10000000;USD 10731150;FX Swap Near Leg - EUR/USD, 20.03.17 (1001270);FX Swap Far Leg - EUR/USD, 20.04.17 (1001271);16.03.2017;20.03.2017;20.04.2017
128165768;15.03.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 10641444;EUR 10000000;EUR 10000000;USD 10659800;FX Swap Near Leg - EUR/USD, 14.03.17 (1001230);FX Swap Far Leg - EUR/USD, 18.04.17 (1001231);14.03.2017;14.03.2017;18.04.2017
128166512;15.03.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 145000;EUR 135019.12;EUR 136296.13;USD 145000;FX Swap Near Leg - USD/EUR, 16.03.17 (1001244);FX Swap Far Leg - USD/EUR, 18.09.17 (1001245);14.03.2017;16.03.2017;18.09.2017
128159581;14.03.2017;FX swap;Done;BANQUE CANTONALE GENEVE;0000231.3004 AUX Interim money trading (23);;0000231.MM MACC.SETTLE.IN.USD recon_settle;0000231.MM MACC.SETTLE.OUT.CHF recon_settle;0000231.MM MACC.SETTLE.IN.CHF recon_settle;0000231.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 10066250;CHF 10087000;USD 10000000;FX Swap Near Leg - USD/CHF, 15.03.17 (1001216);FX Swap Far Leg - USD/CHF, 18.04.17 (1001217);13.03.2017;15.03.2017;18.04.2017
128159448;14.03.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 106870;EUR 100000;EUR 100000;USD 107216.5;FX Swap Near Leg - EUR/USD, 15.03.17 (1001213);FX Swap Far Leg - EUR/USD, 24.05.17 (1001214);13.03.2017;15.03.2017;24.05.2017
128159429;14.03.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 100000;CHF 100007.11;CHF 101127;USD 100000;FX Swap Near Leg - USD/CHF, 15.03.17 (1001210);FX Swap Far Leg - USD/CHF, 07.09.17 (1001211);13.03.2017;15.03.2017;07.09.2017
128129649;09.03.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 17000000;CHF 17239643.9;CHF 17240473.5;USD 17000000;FX Swap Near Leg - USD/CHF, 08.03.17 (1001136);FX Swap Far Leg - USD/CHF, 09.03.17 (1001137);08.03.2017;08.03.2017;09.03.2017
128129608;09.03.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.GBP recon_settle;0001003.MM MACC.SETTLE.IN.GBP recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 19460960;GBP 16000000;GBP 16000000;USD 19478288;FX Swap Near Leg - GBP/USD, 10.03.17 (1001133);FX Swap Far Leg - GBP/USD, 10.04.17 (1001134);08.03.2017;10.03.2017;10.04.2017
128124081;08.03.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10723180;CHF 10723380;EUR 10000000;FX Swap Near Leg - EUR/CHF, 07.03.17 (1001113);FX Swap Far Leg - EUR/CHF, 08.03.17 (1001114);07.03.2017;07.03.2017;08.03.2017
128117552;07.03.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 20000000;CHF 21410224;CHF 21410488;EUR 20000000;FX Swap Near Leg - EUR/CHF, 06.03.17 (1001090);FX Swap Far Leg - EUR/CHF, 07.03.17 (1001091);06.03.2017;06.03.2017;07.03.2017
126895896;03.03.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 10509000;EUR 10000000;EUR 10000000;USD 10525000;FX Swap Near Leg - EUR/USD, 06.03.17 (1001053);FX Swap Far Leg - EUR/USD, 06.04.17 (1001054);02.03.2017;06.03.2017;06.04.2017
126895520;03.03.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10645615;CHF 10645786;EUR 10000000;FX Swap Near Leg - EUR/CHF, 02.03.17 (1001050);FX Swap Far Leg - EUR/CHF, 03.03.17 (1001051);02.03.2017;02.03.2017;03.03.2017
126889322;02.03.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 15790350;EUR 15000000;EUR 15000000;USD 15814365;FX Swap Near Leg - EUR/USD, 03.03.17 (1001039);FX Swap Far Leg - EUR/USD, 03.04.17 (1001040);01.03.2017;03.03.2017;03.04.2017
126888968;02.03.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;EUR 15000000;USD 15839250;USD 15815550;EUR 15000000;FX Swap Near Leg - EUR/USD, 03.03.17 (1001033);FX Swap Far Leg - EUR/USD, 03.04.17 (1001034);01.03.2017;03.03.2017;03.04.2017
126889313;02.03.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 10520000;EUR 10000000;EUR 10000000;USD 10536500;FX Swap Near Leg - EUR/USD, 02.03.17 (1001036);FX Swap Far Leg - EUR/USD, 03.04.17 (1001037);01.03.2017;02.03.2017;03.04.2017
126888950;02.03.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 13000000;CHF 13121160;CHF 13122440.5;USD 13000000;FX Swap Near Leg - USD/CHF, 01.03.17 (1001030);FX Swap Far Leg - USD/CHF, 03.03.17 (1001031);01.03.2017;01.03.2017;03.03.2017
126876148;28.02.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 135000;EUR 127275.04;EUR 127471.53;USD 135000;FX Swap Near Leg - USD/EUR, 01.03.17 (1000982);FX Swap Far Leg - USD/EUR, 03.04.17 (1000983);27.02.2017;01.03.2017;03.04.2017
126875610;28.02.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 10051310;CHF 10072900;USD 10000000;FX Swap Near Leg - USD/CHF, 27.02.17 (1000976);FX Swap Far Leg - USD/CHF, 03.04.17 (1000977);27.02.2017;27.02.2017;03.04.2017
126875396;28.02.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.AUD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.AUD recon_settle;AUD 400000;CHF 304556.4;CHF 309400;AUD 400000;FX Swap Near Leg - AUD/CHF, 28.02.17 (1000970);FX Swap Far Leg - AUD/CHF, 31.08.17 (1000971);24.02.2017;28.02.2017;31.08.2017
126860983;25.02.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.CAD recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.CAD recon_settle;CAD 251000;CHF 202567.06;CHF 192612.38;CAD 265000;FX Swap Near Leg - CAD/CHF, 28.02.17 (1000948);FX Swap Far Leg - CAD/CHF, 15.05.17 (1000949);24.02.2017;28.02.2017;15.05.2017
126860277;25.02.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.AUD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.AUD recon_settle;AUD 800000;USD 615590.4;USD 616384;AUD 800000;FX Swap Near Leg - AUD/USD, 28.02.17 (1000930);FX Swap Far Leg - AUD/USD, 24.04.17 (1000931);24.02.2017;28.02.2017;24.04.2017
126860790;25.02.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.AUD recon_settle;0000255.MM MACC.SETTLE.OUT.CHF recon_settle;0000255.MM MACC.SETTLE.IN.CHF recon_settle;0000255.MM MACC.SETTLE.OUT.AUD recon_settle;AUD 220000;CHF 189705.25;CHF 169554;AUD 250000;FX Swap Near Leg - AUD/CHF, 28.02.17 (1000942);FX Swap Far Leg - AUD/CHF, 31.08.17 (1000943);24.02.2017;28.02.2017;31.08.2017
126851779;24.02.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 11598840;EUR 11000000;EUR 11000000;USD 11611105;FX Swap Near Leg - EUR/USD, 27.02.17 (1000910);FX Swap Far Leg - EUR/USD, 27.03.17 (1000911);23.02.2017;27.02.2017;27.03.2017
126845972;23.02.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 10500000;EUR 10000000;EUR 10000000;USD 10511500;FX Swap Near Leg - EUR/USD, 24.02.17 (1000876);FX Swap Far Leg - EUR/USD, 24.03.17 (1000877);22.02.2017;24.02.2017;24.03.2017
126845675;23.02.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 11000000;CHF 11133760;CHF 11136900.5;USD 11000000;FX Swap Near Leg - USD/CHF, 22.02.17 (1000873);FX Swap Far Leg - USD/CHF, 28.02.17 (1000874);22.02.2017;22.02.2017;28.02.2017
126845496;23.02.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 10126363;CHF 10126850;USD 10000000;FX Swap Near Leg - USD/CHF, 22.02.17 (1000870);FX Swap Far Leg - USD/CHF, 23.02.17 (1000871);22.02.2017;22.02.2017;23.02.2017
